transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,year,month,quarter,day_of_week,month_name,is_weekend,revenue,unit_cost,total_cost,profit,profit_margin,age_group
396,2/23/2023,CUST396,FEMALE,55,BEAUTY,1,30,30,2023,2,1,Thursday,February,FALSE,30,18,18,12,0.4,56+
397,3/10/2023,CUST397,FEMALE,30,BEAUTY,1,25,25,2023,3,1,Friday,March,FALSE,25,15,15,10,0.4,26-35
398,5/16/2023,CUST398,FEMALE,48,CLOTHING,2,300,600,2023,5,2,Tuesday,May,FALSE,600,180,360,240,0.4,46-55
399,3/1/2023,CUST399,FEMALE,64,BEAUTY,2,30,60,2023,3,1,Wednesday,March,FALSE,60,18,36,24,0.4,56+
400,2/24/2023,CUST400,MALE,53,CLOTHING,4,50,200,2023,2,1,Friday,February,FALSE,200,30,120,80,0.4,46-55
401,10/11/2023,CUST401,FEMALE,62,CLOTHING,1,300,300,2023,10,4,Wednesday,October,FALSE,300,180,180,120,0.4,56+
402,3/21/2023,CUST402,FEMALE,41,CLOTHING,2,300,600,2023,3,1,Tuesday,March,FALSE,600,180,360,240,0.4,36-45
403,5/20/2023,CUST403,MALE,32,CLOTHING,2,300,600,2023,5,2,Saturday,May,TRUE,600,180,360,240,0.4,26-35
404,5/25/2023,CUST404,MALE,46,ELECTRONICS,2,500,1000,2023,5,2,Thursday,May,FALSE,1000,300,600,400,0.4,46-55
405,11/6/2023,CUST405,FEMALE,25,CLOTHING,4,300,1200,2023,11,4,Monday,November,FALSE,1200,180,720,480,0.4,26-35
406,4/18/2023,CUST406,FEMALE,22,BEAUTY,4,25,100,2023,4,2,Tuesday,April,FALSE,100,15,60,40,0.4,18-25
407,6/25/2023,CUST407,FEMALE,46,ELECTRONICS,3,300,900,2023,6,2,Sunday,June,TRUE,900,180,540,360,0.4,46-55
408,4/15/2023,CUST408,FEMALE,64,BEAUTY,1,500,500,2023,4,2,Saturday,April,TRUE,500,300,300,200,0.4,56+
409,12/18/2023,CUST409,FEMALE,21,ELECTRONICS,3,300,900,2023,12,4,Monday,December,FALSE,900,180,540,360,0.4,18-25
410,11/21/2023,CUST410,FEMALE,29,CLOTHING,2,50,100,2023,11,4,Tuesday,November,FALSE,100,30,60,40,0.4,26-35
411,5/16/2023,CUST411,MALE,62,ELECTRONICS,4,50,200,2023,5,2,Tuesday,May,FALSE,200,30,120,80,0.4,56+
412,9/16/2023,CUST412,FEMALE,19,ELECTRONICS,4,500,2000,2023,9,3,Saturday,September,TRUE,2000,300,1200,800,0.4,18-25
413,9/8/2023,CUST413,FEMALE,44,BEAUTY,3,25,75,2023,9,3,Friday,September,FALSE,75,15,45,30,0.4,36-45
414,5/9/2023,CUST414,MALE,48,BEAUTY,4,25,100,2023,5,2,Tuesday,May,FALSE,100,15,60,40,0.4,46-55
415,1/27/2023,CUST415,MALE,53,CLOTHING,2,30,60,2023,1,1,Friday,January,FALSE,60,18,36,24,0.4,46-55
416,2/17/2023,CUST416,MALE,53,ELECTRONICS,4,500,2000,2023,2,1,Friday,February,FALSE,2000,300,1200,800,0.4,46-55
417,11/21/2023,CUST417,MALE,43,ELECTRONICS,3,300,900,2023,11,4,Tuesday,November,FALSE,900,180,540,360,0.4,36-45
418,8/5/2023,CUST418,FEMALE,60,ELECTRONICS,2,500,1000,2023,8,3,Saturday,August,TRUE,1000,300,600,400,0.4,56+
419,5/22/2023,CUST419,FEMALE,44,CLOTHING,3,30,90,2023,5,2,Monday,May,FALSE,90,18,54,36,0.4,36-45
420,1/23/2023,CUST420,FEMALE,22,CLOTHING,4,500,2000,2023,1,1,Monday,January,FALSE,2000,300,1200,800,0.4,18-25
421,1/2/2023,CUST421,FEMALE,37,CLOTHING,3,500,1500,2023,1,1,Monday,January,FALSE,1500,300,900,600,0.4,36-45
422,6/20/2023,CUST422,FEMALE,28,CLOTHING,3,30,90,2023,6,2,Tuesday,June,FALSE,90,18,54,36,0.4,26-35
423,3/8/2023,CUST423,FEMALE,27,CLOTHING,1,25,25,2023,3,1,Wednesday,March,FALSE,25,15,15,10,0.4,26-35
424,11/23/2023,CUST424,MALE,57,BEAUTY,4,300,1200,2023,11,4,Thursday,November,FALSE,1200,180,720,480,0.4,56+
425,5/15/2023,CUST425,FEMALE,55,ELECTRONICS,4,30,120,2023,5,2,Monday,May,FALSE,120,18,72,48,0.4,56+
426,3/24/2023,CUST426,MALE,23,ELECTRONICS,3,50,150,2023,3,1,Friday,March,FALSE,150,30,90,60,0.4,18-25
427,8/15/2023,CUST427,MALE,25,ELECTRONICS,1,25,25,2023,8,3,Tuesday,August,FALSE,25,15,15,10,0.4,26-35
428,10/10/2023,CUST428,FEMALE,40,ELECTRONICS,4,50,200,2023,10,4,Tuesday,October,FALSE,200,30,120,80,0.4,36-45
429,12/28/2023,CUST429,MALE,64,ELECTRONICS,2,25,50,2023,12,4,Thursday,December,FALSE,50,15,30,20,0.4,56+
430,8/7/2023,CUST430,FEMALE,43,ELECTRONICS,3,300,900,2023,8,3,Monday,August,FALSE,900,180,540,360,0.4,36-45
431,10/15/2023,CUST431,MALE,63,ELECTRONICS,4,300,1200,2023,10,4,Sunday,October,TRUE,1200,180,720,480,0.4,56+
432,1/5/2023,CUST432,FEMALE,60,ELECTRONICS,2,500,1000,2023,1,1,Thursday,January,FALSE,1000,300,600,400,0.4,56+
433,2/27/2023,CUST433,MALE,29,BEAUTY,4,50,200,2023,2,1,Monday,February,FALSE,200,30,120,80,0.4,26-35
434,2/8/2023,CUST434,FEMALE,43,ELECTRONICS,2,25,50,2023,2,1,Wednesday,February,FALSE,50,15,30,20,0.4,36-45
435,12/20/2023,CUST435,FEMALE,30,BEAUTY,3,300,900,2023,12,4,Wednesday,December,FALSE,900,180,540,360,0.4,26-35
436,3/18/2023,CUST436,FEMALE,57,CLOTHING,4,30,120,2023,3,1,Saturday,March,TRUE,120,18,72,48,0.4,56+
437,10/7/2023,CUST437,FEMALE,35,ELECTRONICS,4,300,1200,2023,10,4,Saturday,October,TRUE,1200,180,720,480,0.4,36-45
438,1/19/2023,CUST438,FEMALE,42,CLOTHING,1,30,30,2023,1,1,Thursday,January,FALSE,30,18,18,12,0.4,36-45
439,7/9/2023,CUST439,MALE,50,CLOTHING,3,25,75,2023,7,3,Sunday,July,TRUE,75,15,45,30,0.4,46-55
440,10/26/2023,CUST440,MALE,64,CLOTHING,2,300,600,2023,10,4,Thursday,October,FALSE,600,180,360,240,0.4,56+
441,10/10/2023,CUST441,MALE,57,BEAUTY,4,300,1200,2023,10,4,Tuesday,October,FALSE,1200,180,720,480,0.4,56+
442,3/17/2023,CUST442,FEMALE,60,CLOTHING,4,25,100,2023,3,1,Friday,March,FALSE,100,15,60,40,0.4,56+
443,8/9/2023,CUST443,MALE,29,CLOTHING,2,300,600,2023,8,3,Wednesday,August,FALSE,600,180,360,240,0.4,26-35
444,3/7/2023,CUST444,FEMALE,61,CLOTHING,3,30,90,2023,3,1,Tuesday,March,FALSE,90,18,54,36,0.4,56+
445,1/22/2023,CUST445,FEMALE,53,ELECTRONICS,1,300,300,2023,1,1,Sunday,January,TRUE,300,180,180,120,0.4,46-55
446,6/7/2023,CUST446,MALE,21,ELECTRONICS,1,50,50,2023,6,2,Wednesday,June,FALSE,50,30,30,20,0.4,18-25
447,7/6/2023,CUST447,MALE,22,BEAUTY,4,500,2000,2023,7,3,Thursday,July,FALSE,2000,300,1200,800,0.4,18-25
448,1/21/2023,CUST448,FEMALE,54,BEAUTY,2,30,60,2023,1,1,Saturday,January,TRUE,60,18,36,24,0.4,46-55
449,7/3/2023,CUST449,MALE,25,ELECTRONICS,4,50,200,2023,7,3,Monday,July,FALSE,200,30,120,80,0.4,26-35
450,4/18/2023,CUST450,FEMALE,59,BEAUTY,2,25,50,2023,4,2,Tuesday,April,FALSE,50,15,30,20,0.4,56+
451,12/16/2023,CUST451,FEMALE,45,ELECTRONICS,1,30,30,2023,12,4,Saturday,December,TRUE,30,18,18,12,0.4,46-55
452,5/8/2023,CUST452,FEMALE,48,CLOTHING,3,500,1500,2023,5,2,Monday,May,FALSE,1500,300,900,600,0.4,46-55
453,12/8/2023,CUST453,FEMALE,26,CLOTHING,2,500,1000,2023,12,4,Friday,December,FALSE,1000,300,600,400,0.4,26-35
454,2/22/2023,CUST454,FEMALE,46,BEAUTY,1,25,25,2023,2,1,Wednesday,February,FALSE,25,15,15,10,0.4,46-55
455,7/1/2023,CUST455,MALE,31,ELECTRONICS,4,25,100,2023,7,3,Saturday,July,TRUE,100,15,60,40,0.4,26-35
456,10/14/2023,CUST456,MALE,57,ELECTRONICS,2,30,60,2023,10,4,Saturday,October,TRUE,60,18,36,24,0.4,56+
457,7/28/2023,CUST457,FEMALE,58,BEAUTY,3,300,900,2023,7,3,Friday,July,FALSE,900,180,540,360,0.4,56+
458,11/14/2023,CUST458,FEMALE,39,ELECTRONICS,4,25,100,2023,11,4,Tuesday,November,FALSE,100,15,60,40,0.4,36-45
459,3/21/2023,CUST459,MALE,28,CLOTHING,4,300,1200,2023,3,1,Tuesday,March,FALSE,1200,180,720,480,0.4,26-35
460,5/2/2023,CUST460,MALE,40,BEAUTY,1,50,50,2023,5,2,Tuesday,May,FALSE,50,30,30,20,0.4,36-45
461,3/25/2023,CUST461,FEMALE,18,BEAUTY,2,500,1000,2023,3,1,Saturday,March,TRUE,1000,300,600,400,0.4,18-25
462,4/1/2023,CUST462,MALE,63,ELECTRONICS,4,300,1200,2023,4,2,Saturday,April,TRUE,1200,180,720,480,0.4,56+
463,7/31/2023,CUST463,FEMALE,54,BEAUTY,3,500,1500,2023,7,3,Monday,July,FALSE,1500,300,900,600,0.4,46-55
464,1/13/2023,CUST464,MALE,38,ELECTRONICS,2,300,600,2023,1,1,Friday,January,FALSE,600,180,360,240,0.4,36-45
465,4/2/2023,CUST465,FEMALE,43,ELECTRONICS,3,50,150,2023,4,2,Sunday,April,TRUE,150,30,90,60,0.4,36-45
466,6/20/2023,CUST466,MALE,63,ELECTRONICS,4,25,100,2023,6,2,Tuesday,June,FALSE,100,15,60,40,0.4,56+
467,7/30/2023,CUST467,FEMALE,53,ELECTRONICS,3,50,150,2023,7,3,Sunday,July,TRUE,150,30,90,60,0.4,46-55
468,12/9/2023,CUST468,MALE,40,ELECTRONICS,1,25,25,2023,12,4,Saturday,December,TRUE,25,15,15,10,0.4,36-45
469,5/8/2023,CUST469,MALE,18,BEAUTY,3,25,75,2023,5,2,Monday,May,FALSE,75,15,45,30,0.4,18-25
470,5/17/2023,CUST470,FEMALE,57,CLOTHING,2,500,1000,2023,5,2,Wednesday,May,FALSE,1000,300,600,400,0.4,56+
471,3/23/2023,CUST471,MALE,32,CLOTHING,3,50,150,2023,3,1,Thursday,March,FALSE,150,30,90,60,0.4,26-35
472,12/26/2023,CUST472,FEMALE,38,BEAUTY,3,300,900,2023,12,4,Tuesday,December,FALSE,900,180,540,360,0.4,36-45
473,2/25/2023,CUST473,MALE,64,BEAUTY,1,50,50,2023,2,1,Saturday,February,TRUE,50,30,30,20,0.4,56+
474,7/15/2023,CUST474,FEMALE,26,CLOTHING,3,500,1500,2023,7,3,Saturday,July,TRUE,1500,300,900,600,0.4,26-35
475,1/20/2023,CUST475,MALE,26,CLOTHING,3,25,75,2023,1,1,Friday,January,FALSE,75,15,45,30,0.4,26-35
476,8/29/2023,CUST476,FEMALE,27,CLOTHING,4,500,2000,2023,8,3,Tuesday,August,FALSE,2000,300,1200,800,0.4,26-35
477,4/24/2023,CUST477,MALE,43,CLOTHING,4,30,120,2023,4,2,Monday,April,FALSE,120,18,72,48,0.4,36-45
478,4/13/2023,CUST478,FEMALE,58,CLOTHING,2,30,60,2023,4,2,Thursday,April,FALSE,60,18,36,24,0.4,56+
479,8/24/2023,CUST479,MALE,52,ELECTRONICS,4,300,1200,2023,8,3,Thursday,August,FALSE,1200,180,720,480,0.4,46-55
480,6/29/2023,CUST480,FEMALE,42,BEAUTY,4,500,2000,2023,6,2,Thursday,June,FALSE,2000,300,1200,800,0.4,36-45
481,6/6/2023,CUST481,FEMALE,43,ELECTRONICS,4,300,1200,2023,6,2,Tuesday,June,FALSE,1200,180,720,480,0.4,36-45
482,4/27/2023,CUST482,FEMALE,28,CLOTHING,4,300,1200,2023,4,2,Thursday,April,FALSE,1200,180,720,480,0.4,26-35
483,4/25/2023,CUST483,MALE,55,CLOTHING,1,30,30,2023,4,2,Tuesday,April,FALSE,30,18,18,12,0.4,56+
484,1/13/2023,CUST484,FEMALE,19,CLOTHING,4,300,1200,2023,1,1,Friday,January,FALSE,1200,180,720,480,0.4,18-25
485,12/4/2023,CUST485,MALE,24,ELECTRONICS,1,30,30,2023,12,4,Monday,December,FALSE,30,18,18,12,0.4,18-25
486,4/9/2023,CUST486,FEMALE,35,ELECTRONICS,1,25,25,2023,4,2,Sunday,April,TRUE,25,15,15,10,0.4,36-45
487,7/24/2023,CUST487,MALE,44,CLOTHING,4,500,2000,2023,7,3,Monday,July,FALSE,2000,300,1200,800,0.4,36-45
488,6/18/2023,CUST488,FEMALE,51,ELECTRONICS,3,300,900,2023,6,2,Sunday,June,TRUE,900,180,540,360,0.4,46-55
489,5/23/2023,CUST489,MALE,44,ELECTRONICS,1,30,30,2023,5,2,Tuesday,May,FALSE,30,18,18,12,0.4,36-45
490,2/5/2023,CUST490,MALE,34,CLOTHING,3,50,150,2023,2,1,Sunday,February,TRUE,150,30,90,60,0.4,26-35
491,5/23/2023,CUST491,FEMALE,60,ELECTRONICS,3,300,900,2023,5,2,Tuesday,May,FALSE,900,180,540,360,0.4,56+
492,6/29/2023,CUST492,MALE,61,BEAUTY,4,25,100,2023,6,2,Thursday,June,FALSE,100,15,60,40,0.4,56+
493,11/25/2023,CUST493,MALE,41,BEAUTY,2,25,50,2023,11,4,Saturday,November,TRUE,50,15,30,20,0.4,36-45
494,9/18/2023,CUST494,FEMALE,42,BEAUTY,4,50,200,2023,9,3,Monday,September,FALSE,200,30,120,80,0.4,36-45
495,7/24/2023,CUST495,MALE,24,BEAUTY,2,30,60,2023,7,3,Monday,July,FALSE,60,18,36,24,0.4,18-25
496,12/14/2023,CUST496,MALE,23,CLOTHING,2,300,600,2023,12,4,Thursday,December,FALSE,600,180,360,240,0.4,18-25
497,10/2/2023,CUST497,MALE,41,CLOTHING,4,30,120,2023,10,4,Monday,October,FALSE,120,18,72,48,0.4,36-45
498,6/19/2023,CUST498,FEMALE,50,CLOTHING,4,25,100,2023,6,2,Monday,June,FALSE,100,15,60,40,0.4,46-55
499,1/15/2023,CUST499,MALE,46,BEAUTY,2,30,60,2023,1,1,Sunday,January,TRUE,60,18,36,24,0.4,46-55
500,3/1/2023,CUST500,FEMALE,60,BEAUTY,4,25,100,2023,3,1,Wednesday,March,FALSE,100,15,60,40,0.4,56+
501,5/14/2023,CUST501,MALE,39,ELECTRONICS,2,30,60,2023,5,2,Sunday,May,TRUE,60,18,36,24,0.4,36-45
502,4/2/2023,CUST502,MALE,43,ELECTRONICS,3,50,150,2023,4,2,Sunday,April,TRUE,150,30,90,60,0.4,36-45
503,10/25/2023,CUST503,MALE,45,BEAUTY,4,500,2000,2023,10,4,Wednesday,October,FALSE,2000,300,1200,800,0.4,46-55
504,5/16/2023,CUST504,FEMALE,38,BEAUTY,3,50,150,2023,5,2,Tuesday,May,FALSE,150,30,90,60,0.4,36-45
505,1/20/2023,CUST505,MALE,24,BEAUTY,1,50,50,2023,1,1,Friday,January,FALSE,50,30,30,20,0.4,18-25
506,2/25/2023,CUST506,MALE,34,BEAUTY,3,500,1500,2023,2,1,Saturday,February,TRUE,1500,300,900,600,0.4,26-35
507,11/2/2023,CUST507,FEMALE,37,ELECTRONICS,3,500,1500,2023,11,4,Thursday,November,FALSE,1500,300,900,600,0.4,36-45
508,8/11/2023,CUST508,MALE,58,BEAUTY,2,300,600,2023,8,3,Friday,August,FALSE,600,180,360,240,0.4,56+
509,6/26/2023,CUST509,FEMALE,37,ELECTRONICS,3,300,900,2023,6,2,Monday,June,FALSE,900,180,540,360,0.4,36-45
510,6/10/2023,CUST510,FEMALE,39,BEAUTY,4,50,200,2023,6,2,Saturday,June,TRUE,200,30,120,80,0.4,36-45
511,8/12/2023,CUST511,MALE,45,BEAUTY,2,50,100,2023,8,3,Saturday,August,TRUE,100,30,60,40,0.4,46-55
512,11/7/2023,CUST512,FEMALE,57,BEAUTY,1,25,25,2023,11,4,Tuesday,November,FALSE,25,15,15,10,0.4,56+
513,9/19/2023,CUST513,MALE,24,ELECTRONICS,4,25,100,2023,9,3,Tuesday,September,FALSE,100,15,60,40,0.4,18-25
514,3/1/2023,CUST514,FEMALE,18,ELECTRONICS,1,300,300,2023,3,1,Wednesday,March,FALSE,300,180,180,120,0.4,18-25
515,7/17/2023,CUST515,FEMALE,49,CLOTHING,3,300,900,2023,7,3,Monday,July,FALSE,900,180,540,360,0.4,46-55
516,10/23/2023,CUST516,MALE,30,BEAUTY,4,25,100,2023,10,4,Monday,October,FALSE,100,15,60,40,0.4,26-35
517,4/8/2023,CUST517,FEMALE,47,CLOTHING,4,25,100,2023,4,2,Saturday,April,TRUE,100,15,60,40,0.4,46-55
518,5/11/2023,CUST518,FEMALE,40,CLOTHING,1,30,30,2023,5,2,Thursday,May,FALSE,30,18,18,12,0.4,36-45
519,1/23/2023,CUST519,FEMALE,36,ELECTRONICS,4,30,120,2023,1,1,Monday,January,FALSE,120,18,72,48,0.4,36-45
520,12/29/2023,CUST520,FEMALE,49,ELECTRONICS,4,25,100,2023,12,4,Friday,December,FALSE,100,15,60,40,0.4,46-55
521,8/12/2023,CUST521,FEMALE,47,CLOTHING,4,30,120,2023,8,3,Saturday,August,TRUE,120,18,72,48,0.4,46-55
522,1/1/2023,CUST522,MALE,46,BEAUTY,3,500,1500,2023,1,1,Sunday,January,TRUE,1500,300,900,600,0.4,46-55
523,9/24/2023,CUST523,FEMALE,62,ELECTRONICS,1,300,300,2023,9,3,Sunday,September,TRUE,300,180,180,120,0.4,56+
524,10/3/2023,CUST524,MALE,46,BEAUTY,4,300,1200,2023,10,4,Tuesday,October,FALSE,1200,180,720,480,0.4,46-55
525,12/18/2023,CUST525,FEMALE,47,BEAUTY,2,25,50,2023,12,4,Monday,December,FALSE,50,15,30,20,0.4,46-55
526,12/10/2023,CUST526,MALE,33,CLOTHING,2,50,100,2023,12,4,Sunday,December,TRUE,100,30,60,40,0.4,26-35
527,4/11/2023,CUST527,MALE,57,CLOTHING,2,25,50,2023,4,2,Tuesday,April,FALSE,50,15,30,20,0.4,56+
528,7/6/2023,CUST528,FEMALE,36,CLOTHING,2,30,60,2023,7,3,Thursday,July,FALSE,60,18,36,24,0.4,36-45
529,8/9/2023,CUST529,FEMALE,35,CLOTHING,3,50,150,2023,8,3,Wednesday,August,FALSE,150,30,90,60,0.4,36-45
530,2/5/2023,CUST530,FEMALE,18,ELECTRONICS,4,30,120,2023,2,1,Sunday,February,TRUE,120,18,72,48,0.4,18-25
531,12/7/2023,CUST531,MALE,31,ELECTRONICS,1,500,500,2023,12,4,Thursday,December,FALSE,500,300,300,200,0.4,26-35
532,6/19/2023,CUST532,FEMALE,64,CLOTHING,4,30,120,2023,6,2,Monday,June,FALSE,120,18,72,48,0.4,56+
533,11/16/2023,CUST533,MALE,19,ELECTRONICS,3,500,1500,2023,11,4,Thursday,November,FALSE,1500,300,900,600,0.4,18-25
534,6/10/2023,CUST534,MALE,45,CLOTHING,2,500,1000,2023,6,2,Saturday,June,TRUE,1000,300,600,400,0.4,46-55
535,12/6/2023,CUST535,MALE,47,BEAUTY,3,30,90,2023,12,4,Wednesday,December,FALSE,90,18,54,36,0.4,46-55
536,3/5/2023,CUST536,FEMALE,55,BEAUTY,4,30,120,2023,3,1,Sunday,March,TRUE,120,18,72,48,0.4,56+
537,6/3/2023,CUST537,FEMALE,21,BEAUTY,1,500,500,2023,6,2,Saturday,June,TRUE,500,300,300,200,0.4,18-25
538,9/17/2023,CUST538,MALE,18,CLOTHING,3,50,150,2023,9,3,Sunday,September,TRUE,150,30,90,60,0.4,18-25
539,6/8/2023,CUST539,MALE,25,BEAUTY,1,500,500,2023,6,2,Thursday,June,FALSE,500,300,300,200,0.4,26-35
540,12/8/2023,CUST540,FEMALE,46,ELECTRONICS,3,300,900,2023,12,4,Friday,December,FALSE,900,180,540,360,0.4,46-55
541,7/29/2023,CUST541,MALE,56,BEAUTY,1,500,500,2023,7,3,Saturday,July,TRUE,500,300,300,200,0.4,56+
542,6/17/2023,CUST542,FEMALE,20,BEAUTY,1,50,50,2023,6,2,Saturday,June,TRUE,50,30,30,20,0.4,18-25
543,7/26/2023,CUST543,MALE,49,BEAUTY,2,300,600,2023,7,3,Wednesday,July,FALSE,600,180,360,240,0.4,46-55
544,12/23/2023,CUST544,FEMALE,27,ELECTRONICS,1,25,25,2023,12,4,Saturday,December,TRUE,25,15,15,10,0.4,26-35
545,6/1/2023,CUST545,MALE,27,CLOTHING,2,25,50,2023,6,2,Thursday,June,FALSE,50,15,30,20,0.4,26-35
546,10/11/2023,CUST546,FEMALE,36,ELECTRONICS,4,50,200,2023,10,4,Wednesday,October,FALSE,200,30,120,80,0.4,36-45
547,3/7/2023,CUST547,MALE,63,CLOTHING,4,500,2000,2023,3,1,Tuesday,March,FALSE,2000,300,1200,800,0.4,56+
548,4/9/2023,CUST548,FEMALE,51,CLOTHING,2,30,60,2023,4,2,Sunday,April,TRUE,60,18,36,24,0.4,46-55
549,8/4/2023,CUST549,FEMALE,50,BEAUTY,2,50,100,2023,8,3,Friday,August,FALSE,100,30,60,40,0.4,46-55
550,12/7/2023,CUST550,MALE,40,CLOTHING,3,300,900,2023,12,4,Thursday,December,FALSE,900,180,540,360,0.4,36-45
551,7/14/2023,CUST551,MALE,45,ELECTRONICS,3,300,900,2023,7,3,Friday,July,FALSE,900,180,540,360,0.4,46-55
552,12/13/2023,CUST552,FEMALE,49,ELECTRONICS,3,25,75,2023,12,4,Wednesday,December,FALSE,75,15,45,30,0.4,46-55
553,3/31/2023,CUST553,MALE,24,CLOTHING,4,300,1200,2023,3,1,Friday,March,FALSE,1200,180,720,480,0.4,18-25
554,11/12/2023,CUST554,FEMALE,46,BEAUTY,3,50,150,2023,11,4,Sunday,November,TRUE,150,30,90,60,0.4,46-55
555,10/19/2023,CUST555,MALE,25,BEAUTY,1,300,300,2023,10,4,Thursday,October,FALSE,300,180,180,120,0.4,26-35
556,6/4/2023,CUST556,FEMALE,18,ELECTRONICS,1,50,50,2023,6,2,Sunday,June,TRUE,50,30,30,20,0.4,18-25
557,7/27/2023,CUST557,FEMALE,20,BEAUTY,3,30,90,2023,7,3,Thursday,July,FALSE,90,18,54,36,0.4,18-25
558,10/8/2023,CUST558,FEMALE,41,CLOTHING,1,25,25,2023,10,4,Sunday,October,TRUE,25,15,15,10,0.4,36-45
559,1/1/2023,CUST559,FEMALE,40,CLOTHING,4,300,1200,2023,1,1,Sunday,January,TRUE,1200,180,720,480,0.4,36-45
560,6/5/2023,CUST560,FEMALE,25,ELECTRONICS,1,50,50,2023,6,2,Monday,June,FALSE,50,30,30,20,0.4,26-35
561,5/27/2023,CUST561,FEMALE,64,CLOTHING,4,500,2000,2023,5,2,Saturday,May,TRUE,2000,300,1200,800,0.4,56+
562,4/18/2023,CUST562,MALE,54,ELECTRONICS,2,25,50,2023,4,2,Tuesday,April,FALSE,50,15,30,20,0.4,46-55
563,8/9/2023,CUST563,MALE,20,CLOTHING,2,30,60,2023,8,3,Wednesday,August,FALSE,60,18,36,24,0.4,18-25
564,10/24/2023,CUST564,MALE,50,ELECTRONICS,2,50,100,2023,10,4,Tuesday,October,FALSE,100,30,60,40,0.4,46-55
565,11/7/2023,CUST565,FEMALE,45,BEAUTY,2,30,60,2023,11,4,Tuesday,November,FALSE,60,18,36,24,0.4,46-55
566,12/2/2023,CUST566,FEMALE,64,CLOTHING,1,30,30,2023,12,4,Saturday,December,TRUE,30,18,18,12,0.4,56+
567,6/14/2023,CUST567,FEMALE,25,CLOTHING,3,300,900,2023,6,2,Wednesday,June,FALSE,900,180,540,360,0.4,26-35
568,8/27/2023,CUST568,FEMALE,51,ELECTRONICS,1,300,300,2023,8,3,Sunday,August,TRUE,300,180,180,120,0.4,46-55
569,8/15/2023,CUST569,MALE,52,ELECTRONICS,4,50,200,2023,8,3,Tuesday,August,FALSE,200,30,120,80,0.4,46-55
570,8/15/2023,CUST570,MALE,49,CLOTHING,1,500,500,2023,8,3,Tuesday,August,FALSE,500,300,300,200,0.4,46-55
571,12/12/2023,CUST571,FEMALE,41,ELECTRONICS,1,50,50,2023,12,4,Tuesday,December,FALSE,50,30,30,20,0.4,36-45
572,4/20/2023,CUST572,MALE,31,CLOTHING,4,500,2000,2023,4,2,Thursday,April,FALSE,2000,300,1200,800,0.4,26-35
573,9/19/2023,CUST573,MALE,49,BEAUTY,2,30,60,2023,9,3,Tuesday,September,FALSE,60,18,36,24,0.4,46-55
574,8/31/2023,CUST574,FEMALE,63,ELECTRONICS,2,25,50,2023,8,3,Thursday,August,FALSE,50,15,30,20,0.4,56+
575,3/28/2023,CUST575,MALE,60,CLOTHING,2,50,100,2023,3,1,Tuesday,March,FALSE,100,30,60,40,0.4,56+
576,12/4/2023,CUST576,FEMALE,33,BEAUTY,3,50,150,2023,12,4,Monday,December,FALSE,150,30,90,60,0.4,26-35
577,2/13/2023,CUST577,MALE,21,BEAUTY,4,500,2000,2023,2,1,Monday,February,FALSE,2000,300,1200,800,0.4,18-25
578,5/26/2023,CUST578,FEMALE,54,CLOTHING,4,30,120,2023,5,2,Friday,May,FALSE,120,18,72,48,0.4,46-55
579,9/21/2023,CUST579,FEMALE,38,ELECTRONICS,1,30,30,2023,9,3,Thursday,September,FALSE,30,18,18,12,0.4,36-45
580,12/6/2023,CUST580,FEMALE,31,CLOTHING,3,500,1500,2023,12,4,Wednesday,December,FALSE,1500,300,900,600,0.4,26-35
581,11/21/2023,CUST581,FEMALE,48,BEAUTY,2,30,60,2023,11,4,Tuesday,November,FALSE,60,18,36,24,0.4,46-55
582,11/14/2023,CUST582,MALE,35,CLOTHING,3,300,900,2023,11,4,Tuesday,November,FALSE,900,180,540,360,0.4,36-45
583,6/21/2023,CUST583,FEMALE,24,ELECTRONICS,4,25,100,2023,6,2,Wednesday,June,FALSE,100,15,60,40,0.4,18-25
584,2/17/2023,CUST584,FEMALE,27,BEAUTY,4,50,200,2023,2,1,Friday,February,FALSE,200,30,120,80,0.4,26-35
585,5/1/2023,CUST585,FEMALE,24,CLOTHING,1,25,25,2023,5,2,Monday,May,FALSE,25,15,15,10,0.4,18-25
586,12/11/2023,CUST586,MALE,50,ELECTRONICS,1,50,50,2023,12,4,Monday,December,FALSE,50,30,30,20,0.4,46-55
587,6/8/2023,CUST587,FEMALE,40,BEAUTY,4,300,1200,2023,6,2,Thursday,June,FALSE,1200,180,720,480,0.4,36-45
588,4/26/2023,CUST588,MALE,38,ELECTRONICS,2,30,60,2023,4,2,Wednesday,April,FALSE,60,18,36,24,0.4,36-45
589,4/12/2023,CUST589,FEMALE,36,BEAUTY,2,500,1000,2023,4,2,Wednesday,April,FALSE,1000,300,600,400,0.4,36-45
590,3/17/2023,CUST590,MALE,36,CLOTHING,3,300,900,2023,3,1,Friday,March,FALSE,900,180,540,360,0.4,36-45
591,1/13/2023,CUST591,MALE,53,ELECTRONICS,4,25,100,2023,1,1,Friday,January,FALSE,100,15,60,40,0.4,46-55
592,1/24/2023,CUST592,FEMALE,46,BEAUTY,4,500,2000,2023,1,1,Tuesday,January,FALSE,2000,300,1200,800,0.4,46-55
593,5/6/2023,CUST593,MALE,35,ELECTRONICS,2,30,60,2023,5,2,Saturday,May,TRUE,60,18,36,24,0.4,36-45
